1000,0.0128
2000,0.0150
3000,0.0197
4000,0.0267
5000,0.0361
6000,0.0443
7000,0.0576
8000,0.0704
9000,0.0853
10000,0.1021
20000,0.3746
30000,0.8274
40000,1.4621
50000,2.2721
60000,3.3146
70000,4.4459
80000,5.8307
90000,7.3830
100000,9.5147
