1000,0.0562
2000,0.0158
3000,0.0187
4000,0.0250
5000,0.0329
6000,0.0418
7000,0.0533
8000,0.0645
9000,0.0797
10000,0.0941
20000,0.3530
30000,0.7406
40000,1.3204
50000,2.0270
60000,2.9115
70000,3.9571
80000,5.4934
90000,6.5384
100000,8.0840
