1000,0.1554
2000,0.0228
3000,0.0348
4000,0.0482
5000,0.0679
6000,0.0930
7000,0.1431
8000,0.1733
9000,0.2649
10000,0.2883
20000,0.9565
30000,2.7664
40000,5.7982
50000,9.1526
60000,12.3761
70000,17.9886
80000,21.9249
90000,30.0786
100000,34.8071
