1000,0.0130
2000,0.0151
3000,0.0215
4000,0.0280
5000,0.0345
6000,0.0460
7000,0.0585
8000,0.0724
9000,0.0868
10000,0.1068
20000,0.3767
30000,0.8265
40000,1.4570
50000,2.2683
60000,3.2497
70000,4.4126
80000,5.7951
90000,7.2969
100000,9.0132
