1000,0.0115
2000,0.0130
3000,0.0152
4000,0.0191
5000,0.0206
6000,0.0301
7000,0.0285
8000,0.0407
9000,0.0519
10000,0.0557
20000,0.1934
30000,0.3630
40000,0.9855
50000,1.4061
60000,2.9447
70000,3.3645
80000,1.8568
90000,2.8442
100000,5.2930
