1000,0.0111
2000,0.0113
3000,0.0116
4000,0.0109
5000,0.0112
6000,0.0113
7000,0.0116
8000,0.0113
9000,0.0123
10000,0.0121
20000,0.0138
30000,0.0144
40000,0.0149
50000,0.0167
60000,0.0177
70000,0.0203
80000,0.0219
90000,0.0216
100000,0.0222
