1000,0.0115
2000,0.0109
3000,0.0117
4000,0.0127
5000,0.0119
6000,0.0120
7000,0.0124
8000,0.0119
9000,0.0115
10000,0.0121
20000,0.0133
30000,0.0140
40000,0.0156
50000,0.0164
60000,0.0177
70000,0.0218
80000,0.0212
90000,0.0209
100000,0.0215
