1000,0.1482
2000,0.0163
3000,0.0198
4000,0.0337
5000,0.0345
6000,0.0458
7000,0.0808
8000,0.0823
9000,0.0952
10000,0.1223
20000,0.4892
30000,1.1260
40000,2.4816
50000,3.6241
60000,5.4452
70000,7.3075
80000,10.0134
90000,13.1972
100000,15.0772
